Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status,rol
2018-11-9,Vila Mariana,-23.5895,-46.6346,21742,16,28,55,15,30,13,25,35,NORMAL,13989
2018-11-26,Vila Mariana,-23.5895,-46.6346,21105,37,49,65,9,1,11,43,19,REABASTECER,14006
2018-11-29,Vila Mariana,-23.5895,-46.6346,23773,10,36,43,39,35,43,31,7,NORMAL,14009
2018-12-7,Vila Mariana,-23.5895,-46.6346,22383,18,41,47,19,43,14,41,25,NORMAL,14017
2018-12-12,Vila Mariana,-23.5895,-46.6346,21199,56,5,15,9,26,41,20,3,NORMAL,14022
2018-12-24,Vila Mariana,-23.5895,-46.6346,22707,24,5,5,27,21,6,9,43,REABASTECER,14034
2018-12-28,Vila Mariana,-23.5895,-46.6346,22974,79,47,43,18,2,34,39,28,NORMAL,14038
2019-1-26,Vila Mariana,-23.5895,-46.6346,22523,68,62,51,23,24,22,17,43,NORMAL,14066
2019-1-29,Vila Mariana,-23.5895,-46.6346,22066,44,46,31,10,12,10,5,30,REABASTECER,14069
2019-1-30,Vila Mariana,-23.5895,-46.6346,22596,36,42,27,7,9,9,43,27,NORMAL,14070
2019-2-9,Vila Mariana,-23.5895,-46.6346,22405,42,58,34,29,11,20,7,30,NORMAL,14079
2019-2-11,Vila Mariana,-23.5895,-46.6346,23604,18,41,22,22,4,13,43,23,NORMAL,14081
2019-2-22,Vila Mariana,-23.5895,-46.6346,24247,86,43,8,36,43,15,43,24,REABASTECER,14092
2019-2-29,Vila Mariana,-23.5895,-46.6346,22688,12,61,20,19,12,33,9,43,REABASTECER,14099
2019-3-2,Vila Mariana,-23.5895,-46.6346,22849,61,43,65,10,40,20,38,30,NORMAL,14102
2019-3-3,Vila Mariana,-23.5895,-46.6346,24090,54,37,56,5,35,18,36,26,REABASTECER,14103
2019-3-13,Vila Mariana,-23.5895,-46.6346,25060,49,51,59,26,41,32,38,30,NORMAL,14113
2019-4-12,Vila Mariana,-23.5895,-46.6346,24488,23,65,61,11,14,34,14,8,NORMAL,14142
2019-4-24,Vila Mariana,-23.5895,-46.6346,24836,74,11,34,8,13,39,4,38,NORMAL,14154
2019-4-26,Vila Mariana,-23.5895,-46.6346,22792,49,65,15,43,5,32,38,32,NORMAL,14156
2019-5-5,Vila Mariana,-23.5895,-46.6346,24667,51,58,14,10,8,6,6,39,REABASTECER,14165
2019-5-8,Vila Mariana,-23.5895,-46.6346,21527,19,43,55,37,40,41,35,29,NORMAL,14168
2019-5-23,Vila Mariana,-23.5895,-46.6346,23733,47,19,8,29,28,31,20,21,NORMAL,14183
2019-5-28,Vila Mariana,-23.5895,-46.6346,22897,86,54,41,14,3,13,43,41,REABASTECER,14188
2019-6-1,Vila Mariana,-23.5895,-46.6346,22977,57,30,26,43,37,43,29,35,NORMAL,14191
2019-6-5,Vila Mariana,-23.5895,-46.6346,21383,19,7,65,31,23,26,7,20,REABASTECER,14195
2019-6-10,Vila Mariana,-23.5895,-46.6346,23062,60,44,31,18,43,3,33,41,NORMAL,14200
2019-6-15,Vila Mariana,-23.5895,-46.6346,24136,8,14,59,43,20,31,14,22,NORMAL,14205
2019-6-16,Vila Mariana,-23.5895,-46.6346,24399,86,7,50,42,17,30,12,17,REABASTECER,14206
2019-6-20,Vila Mariana,-23.5895,-46.6346,21502,44,45,20,35,43,12,38,43,NORMAL,14210
2019-6-23,Vila Mariana,-23.5895,-46.6346,24461,14,20,65,30,30,43,26,34,NORMAL,14213
2019-6-27,Vila Mariana,-23.5895,-46.6346,23950,66,58,34,22,11,36,7,19,NORMAL,14217
2019-7-5,Vila Mariana,-23.5895,-46.6346,22313,79,4,49,39,21,14,23,39,REABASTECER,14225
2019-7-8,Vila Mariana,-23.5895,-46.6346,23505,50,52,28,31,11,2,11,25,REABASTECER,14228
2019-7-9,Vila Mariana,-23.5895,-46.6346,24290,40,50,19,31,8,43,7,19,NORMAL,14229
2019-7-18,Vila Mariana,-23.5895,-46.6346,22999,44,53,26,13,21,34,16,23,NORMAL,14238
2019-8-10,Vila Mariana,-23.5895,-46.6346,21402,4,47,65,9,26,11,21,17,NORMAL,14260
2019-8-12,Vila Mariana,-23.5895,-46.6346,21248,73,38,52,43,15,43,10,13,NORMAL,14262
2019-8-17,Vila Mariana,-23.5895,-46.6346,22425,18,9,19,27,37,27,27,33,REABASTECER,14267
2019-8-26,Vila Mariana,-23.5895,-46.6346,24647,17,19,24,32,38,7,33,5,NORMAL,14276
2019-8-27,Vila Mariana,-23.5895,-46.6346,24019,4,14,18,26,36,6,27,43,NORMAL,14277
2019-9-15,Vila Mariana,-23.5895,-46.6346,22983,86,32,29,19,37,19,37,23,NORMAL,14295
2019-10-14,Vila Mariana,-23.5895,-46.6346,23120,61,58,27,19,41,14,8,33,NORMAL,14324
2019-10-22,Vila Mariana,-23.5895,-46.6346,24921,63,10,37,42,4,35,18,38,NORMAL,14332
2019-10-25,Vila Mariana,-23.5895,-46.6346,21980,28,60,20,31,37,27,6,26,REABASTECER,14335
2019-10-26,Vila Mariana,-23.5895,-46.6346,24355,20,56,14,31,34,23,43,22,NORMAL,14336
2019-10-29,Vila Mariana,-23.5895,-46.6346,21473,74,34,65,18,20,14,27,10,NORMAL,14339
2019-11-9,Vila Mariana,-23.5895,-46.6346,22789,56,39,65,25,26,19,22,12,NORMAL,14349
2019-11-18,Vila Mariana,-23.5895,-46.6346,24670,61,63,5,37,29,36,30,29,NORMAL,14358
2019-12-2,Vila Mariana,-23.5895,-46.6346,23759,4,43,47,38,17,43,16,15,REABASTECER,14372
2019-12-24,Vila Mariana,-23.5895,-46.6346,21894,56,39,18,17,1,15,11,25,NORMAL,14394
2019-12-28,Vila Mariana,-23.5895,-46.6346,22540,13,8,53,43,30,43,41,8,REABASTECER,14398
2019-12-30,Vila Mariana,-23.5895,-46.6346,21844,86,63,38,42,21,35,32,43,NORMAL,14400
2018-1-1,Brooklin,-23.6263,-46.6878,28623,86,65,65,43,43,43,43,43,NORMAL,14401
2018-1-13,Brooklin,-23.6263,-46.6878,26574,62,50,29,36,39,34,40,43,NORMAL,14413
2018-1-22,Brooklin,-23.6263,-46.6878,27394,63,53,33,12,11,11,43,43,NORMAL,14422
2018-1-24,Brooklin,-23.6263,-46.6878,29866,39,41,19,6,43,8,32,35,NORMAL,14424
2018-2-2,Brooklin,-23.6263,-46.6878,27762,44,56,39,22,8,32,38,43,NORMAL,14432
2018-2-3,Brooklin,-23.6263,-46.6878,27433,36,50,30,18,5,31,33,38,NORMAL,14433
2018-2-5,Brooklin,-23.6263,-46.6878,28877,18,40,11,8,41,26,22,30,NORMAL,14435
2018-2-6,Brooklin,-23.6263,-46.6878,28348,5,38,2,7,36,25,17,25,NORMAL,14436
2018-2-7,Brooklin,-23.6263,-46.6878,27322,86,36,65,5,33,22,11,20,REABASTECER,14437
2018-2-22,Brooklin,-23.6263,-46.6878,26257,14,65,30,9,23,18,27,8,NORMAL,14452
2018-3-1,Brooklin,-23.6263,-46.6878,29171,18,3,31,18,25,27,41,8,REABASTECER,14461
2018-3-5,Brooklin,-23.6263,-46.6878,28025,63,50,7,38,8,21,23,39,NORMAL,14465
2018-3-24,Brooklin,-23.6263,-46.6878,27724,62,65,65,23,24,43,38,16,NORMAL,14484
2018-3-27,Brooklin,-23.6263,-46.6878,29796,31,49,37,14,13,42,24,6,REABASTECER,14487
2018-3-30,Brooklin,-23.6263,-46.6878,30023,7,33,13,3,43,34,11,36,REABASTECER,14490
2018-4-11,Brooklin,-23.6263,-46.6878,27744,73,33,65,22,43,39,7,37,NORMAL,14501
2018-4-12,Brooklin,-23.6263,-46.6878,27774,64,26,57,21,37,36,4,32,REABASTECER,14502
2018-4-13,Brooklin,-23.6263,-46.6878,29936,57,20,47,15,31,33,43,28,NORMAL,14503
2018-4-25,Brooklin,-23.6263,-46.6878,29798,36,18,27,25,24,5,32,19,REABASTECER,14515
2018-5-1,Brooklin,-23.6263,-46.6878,28044,72,45,42,9,43,38,5,41,REABASTECER,14521
2018-5-5,Brooklin,-23.6263,-46.6878,26225,36,26,10,37,27,20,27,21,NORMAL,14525
2018-5-16,Brooklin,-23.6263,-46.6878,29856,86,25,65,8,29,30,23,25,NORMAL,14536
2018-5-22,Brooklin,-23.6263,-46.6878,28182,23,55,28,34,43,8,37,40,NORMAL,14542
2018-6-14,Brooklin,-23.6263,-46.6878,28597,74,40,4,38,37,21,35,4,REABASTECER,14564
2018-6-21,Brooklin,-23.6263,-46.6878,27237,9,57,28,14,12,6,5,12,REABASTECER,14571
2018-6-28,Brooklin,-23.6263,-46.6878,27149,34,15,45,34,27,26,20,29,NORMAL,14578
2018-6-29,Brooklin,-23.6263,-46.6878,28528,25,5,39,31,24,20,16,24,REABASTECER,14579
2018-7-1,Brooklin,-23.6263,-46.6878,27947,11,61,24,23,19,15,7,15,NORMAL,14581
2018-7-4,Brooklin,-23.6263,-46.6878,27439,60,44,6,11,9,43,40,2,NORMAL,14584
2018-7-25,Brooklin,-23.6263,-46.6878,29596,13,49,49,34,14,39,38,7,NORMAL,14605
2018-8-12,Brooklin,-23.6263,-46.6878,29475,32,17,59,29,28,31,8,27,NORMAL,14622
2018-8-13,Brooklin,-23.6263,-46.6878,28753,21,9,50,29,24,26,5,22,NORMAL,14623
2018-8-16,Brooklin,-23.6263,-46.6878,27500,76,51,31,23,12,17,37,7,NORMAL,14626
2018-8-19,Brooklin,-23.6263,-46.6878,27016,47,27,9,13,43,7,27,38,NORMAL,14629
2018-9-2,Brooklin,-23.6263,-46.6878,29497,86,65,31,19,32,32,16,34,NORMAL,14642
2018-9-3,Brooklin,-23.6263,-46.6878,26350,77,60,27,16,30,26,11,28,NORMAL,14643
2018-9-4,Brooklin,-23.6263,-46.6878,26572,70,54,23,16,24,26,5,24,REABASTECER,14644
2018-9-11,Brooklin,-23.6263,-46.6878,26686,4,19,41,38,40,43,14,37,REABASTECER,14651
2018-9-16,Brooklin,-23.6263,-46.6878,27857,47,60,1,22,20,21,36,14,REABASTECER,14656
2018-9-24,Brooklin,-23.6263,-46.6878,28347,54,65,25,43,37,38,7,30,NORMAL,14664
2018-9-28,Brooklin,-23.6263,-46.6878,29062,12,44,65,29,26,28,36,9,REABASTECER,14668
2018-10-6,Brooklin,-23.6263,-46.6878,27072,16,56,6,43,32,38,10,19,REABASTECER,14676
2018-10-15,Brooklin,-23.6263,-46.6878,28051,17,5,11,7,33,12,17,30,NORMAL,14685
2018-10-16,Brooklin,-23.6263,-46.6878,29300,10,65,4,3,27,8,12,26,REABASTECER,14686
2018-10-17,Brooklin,-23.6263,-46.6878,29473,86,56,65,43,23,5,10,21,REABASTECER,14687
2018-10-18,Brooklin,-23.6263,-46.6878,26834,76,54,59,42,18,43,6,15,NORMAL,14688
2018-11-2,Brooklin,-23.6263,-46.6878,29090,34,16,6,34,9,43,32,37,NORMAL,14702
2018-11-4,Brooklin,-23.6263,-46.6878,27639,19,65,56,31,43,33,25,28,NORMAL,14704
2018-11-7,Brooklin,-23.6263,-46.6878,27154,74,46,39,25,29,30,9,11,NORMAL,14707
2018-11-9,Brooklin,-23.6263,-46.6878,26328,54,34,23,20,24,26,43,43,NORMAL,14709
2018-11-14,Brooklin,-23.6263,-46.6878,27637,86,8,49,11,43,9,25,17,REABASTECER,14714
2018-11-19,Brooklin,-23.6263,-46.6878,29542,44,44,10,39,26,31,6,43,REABASTECER,14719
2018-11-23,Brooklin,-23.6263,-46.6878,29752,0,17,48,27,16,18,36,30,REABASTECER,14723
2018-11-28,Brooklin,-23.6263,-46.6878,28474,50,54,15,11,40,43,18,7,NORMAL,14728
2018-11-30,Brooklin,-23.6263,-46.6878,27334,31,39,1,8,32,39,8,43,REABASTECER,14730
2018-12-4,Brooklin,-23.6263,-46.6878,29821,74,16,49,40,16,24,39,22,NORMAL,14734
2018-12-7,Brooklin,-23.6263,-46.6878,29851,49,65,24,26,43,16,31,13,NORMAL,14737
2018-12-16,Brooklin,-23.6263,-46.6878,29268,43,12,33,7,43,25,32,25,NORMAL,14746
2018-12-23,Brooklin,-23.6263,-46.6878,26893,63,40,53,28,17,41,37,41,NORMAL,14753
2019-1-1,Brooklin,-23.6263,-46.6878,29489,60,63,57,43,32,11,3,9,NORMAL,14761
2019-1-4,Brooklin,-23.6263,-46.6878,29649,26,38,41,35,19,43,37,39,NORMAL,14764
2019-1-15,Brooklin,-23.6263,-46.6878,29379,5,49,27,39,12,12,34,31,REABASTECER,14775
2019-1-16,Brooklin,-23.6263,-46.6878,26445,86,40,20,39,9,11,28,27,NORMAL,14776
2019-2-17,Brooklin,-23.6263,-46.6878,26922,37,52,65,23,7,34,24,33,NORMAL,14807
2019-2-20,Brooklin,-23.6263,-46.6878,29398,5,27,46,14,39,21,15,24,NORMAL,14810
2019-2-26,Brooklin,-23.6263,-46.6878,26265,30,58,10,43,15,5,31,4,NORMAL,14816
2019-3-4,Brooklin,-23.6263,-46.6878,26195,33,9,18,16,27,22,43,16,REABASTECER,14824
2019-3-16,Brooklin,-23.6263,-46.6878,26535,79,12,65,14,24,13,35,10,NORMAL,14836
2019-3-23,Brooklin,-23.6263,-46.6878,27824,14,38,26,35,41,33,11,21,NORMAL,14843
2019-4-2,Brooklin,-23.6263,-46.6878,29398,13,56,36,38,5,6,20,27,NORMAL,14852
2019-4-4,Brooklin,-23.6263,-46.6878,28365,86,51,21,30,39,43,11,18,NORMAL,14854
2019-4-7,Brooklin,-23.6263,-46.6878,27288,58,34,65,21,26,30,38,6,REABASTECER,14857
2019-4-15,Brooklin,-23.6263,-46.6878,27311,64,39,10,30,43,7,43,20,NORMAL,14865
2019-4-17,Brooklin,-23.6263,-46.6878,27293,45,21,65,21,33,43,33,10,NORMAL,14867
2019-4-30,Brooklin,-23.6263,-46.6878,27755,1,65,65,36,24,43,25,6,NORMAL,14880
2019-5-2,Brooklin,-23.6263,-46.6878,26927,73,53,48,34,16,38,19,39,NORMAL,14882
2019-5-4,Brooklin,-23.6263,-46.6878,28451,51,38,30,23,8,31,8,32,NORMAL,14884
2019-6-12,Brooklin,-23.6263,-46.6878,27360,28,27,26,43,9,5,38,39,REABASTECER,14922
2019-6-18,Brooklin,-23.6263,-46.6878,29339,55,48,52,22,22,30,14,12,NORMAL,14928
2019-6-28,Brooklin,-23.6263,-46.6878,29203,33,48,56,35,28,2,14,10,REABASTECER,14938
2019-7-1,Brooklin,-23.6263,-46.6878,29607,4,29,40,27,15,35,43,41,REABASTECER,14941
2019-7-11,Brooklin,-23.6263,-46.6878,28302,74,33,42,43,17,3,43,39,NORMAL,14951
2019-7-13,Brooklin,-23.6263,-46.6878,26624,56,14,28,37,6,40,36,32,NORMAL,14953
2019-7-18,Brooklin,-23.6263,-46.6878,28321,8,51,56,23,32,26,20,11,REABASTECER,14958
2019-7-21,Brooklin,-23.6263,-46.6878,26765,64,32,36,16,21,18,10,40,NORMAL,14961
2019-8-1,Brooklin,-23.6263,-46.6878,29478,54,37,36,25,22,14,10,31,NORMAL,14971
2019-8-15,Brooklin,-23.6263,-46.6878,29222,7,20,10,20,10,11,39,26,NORMAL,14985
2019-8-21,Brooklin,-23.6263,-46.6878,29206,29,51,33,5,30,26,10,43,NORMAL,14991
2019-8-28,Brooklin,-23.6263,-46.6878,28723,52,9,56,29,43,43,27,18,NORMAL,14998
2019-8-29,Brooklin,-23.6263,-46.6878,26367,45,65,47,25,39,37,25,12,NORMAL,14999
2019-9-20,Brooklin,-23.6263,-46.6878,26939,7,49,56,17,33,21,26,16,REABASTECER,15020
2019-10-1,Brooklin,-23.6263,-46.6878,26432,73,48,41,26,38,33,26,15,NORMAL,15031
2019-10-18,Brooklin,-23.6263,-46.6878,26198,73,6,58,28,9,24,32,38,NORMAL,15048
2019-10-19,Brooklin,-23.6263,-46.6878,26993,64,65,50,27,4,23,27,32,NORMAL,15049
2019-10-24,Brooklin,-23.6263,-46.6878,26474,14,31,26,11,28,9,7,11,NORMAL,15054
2019-10-30,Brooklin,-23.6263,-46.6878,27810,52,65,41,30,5,35,32,34,REABASTECER,15060
2019-11-1,Brooklin,-23.6263,-46.6878,29655,45,61,32,30,43,32,30,29,NORMAL,15061
2019-11-10,Brooklin,-23.6263,-46.6878,28931,39,65,31,9,11,5,41,37,REABASTECER,15070
2019-11-15,Brooklin,-23.6263,-46.6878,29641,76,27,65,33,29,33,24,20,NORMAL,15075
2019-11-29,Brooklin,-23.6263,-46.6878,29862,25,1,31,12,8,41,5,14,REABASTECER,15089
2019-12-8,Brooklin,-23.6263,-46.6878,28378,26,21,30,15,17,17,13,22,NORMAL,15098
2019-12-11,Brooklin,-23.6263,-46.6878,28405,86,65,8,7,6,9,43,9,REABASTECER,15101
2019-12-12,Brooklin,-23.6263,-46.6878,26655,79,63,65,5,43,6,40,5,NORMAL,15102
2019-12-13,Brooklin,-23.6263,-46.6878,26228,72,56,55,43,38,43,36,43,NORMAL,15103
2019-12-14,Brooklin,-23.6263,-46.6878,28542,64,54,48,37,36,39,30,40,NORMAL,15104
2019-12-27,Brooklin,-23.6263,-46.6878,26637,12,41,25,40,26,38,15,34,REABASTECER,15117
2018-1-1,Campo Belo,-23.6188,-46.6823,26324,86,65,65,43,43,43,43,43,NORMAL,15121
2018-2-3,Campo Belo,-23.6188,-46.6823,23720,25,19,56,33,7,42,40,5,REABASTECER,15153
2018-2-11,Campo Belo,-23.6188,-46.6823,24824,33,46,4,9,25,17,2,15,REABASTECER,15161
2018-2-28,Campo Belo,-23.6188,-46.6823,25895,40,17,28,41,43,4,17,40,REABASTECER,15178
2018-3-3,Campo Belo,-23.6188,-46.6823,25648,73,51,55,28,22,29,39,21,NORMAL,15183
2018-3-10,Campo Belo,-23.6188,-46.6823,24189,86,7,65,12,33,15,12,39,REABASTECER,15190
2018-3-11,Campo Belo,-23.6188,-46.6823,26829,74,65,58,12,28,11,7,34,NORMAL,15191
2018-3-20,Campo Belo,-23.6188,-46.6823,26273,73,57,56,24,39,29,10,40,NORMAL,15200
2018-3-23,Campo Belo,-23.6188,-46.6823,24996,50,36,39,17,26,21,43,25,NORMAL,15203
2018-3-27,Campo Belo,-23.6188,-46.6823,24832,15,8,13,3,10,17,24,5,REABASTECER,15207
2018-4-2,Campo Belo,-23.6188,-46.6823,26565,54,45,38,35,36,6,7,34,REABASTECER,15212
2018-4-10,Campo Belo,-23.6188,-46.6823,24991,64,60,47,43,2,14,17,4,REABASTECER,15220
2018-4-14,Campo Belo,-23.6188,-46.6823,24520,23,42,15,33,35,10,43,36,NORMAL,15224
2018-4-22,Campo Belo,-23.6188,-46.6823,23524,34,52,19,9,43,39,18,43,NORMAL,15232
2018-4-26,Campo Belo,-23.6188,-46.6823,25504,73,27,54,31,29,28,43,28,NORMAL,15236
2018-5-3,Campo Belo,-23.6188,-46.6823,24554,86,40,6,12,43,41,16,40,REABASTECER,15243
2018-5-6,Campo Belo,-23.6188,-46.6823,26757,58,21,50,43,30,29,43,28,NORMAL,15246
2018-5-13,Campo Belo,-23.6188,-46.6823,24759,75,41,57,29,3,4,17,43,NORMAL,15253
2018-5-21,Campo Belo,-23.6188,-46.6823,26541,2,63,10,2,12,30,36,7,REABASTECER,15261
2018-5-26,Campo Belo,-23.6188,-46.6823,26081,52,23,44,36,34,11,10,29,NORMAL,15266
2018-5-27,Campo Belo,-23.6188,-46.6823,25659,39,18,40,32,32,8,4,23,REABASTECER,15267
2018-6-10,Campo Belo,-23.6188,-46.6823,23265,86,2,10,41,19,7,40,17,NORMAL,15280
2018-7-2,Campo Belo,-23.6188,-46.6823,26989,41,65,60,19,17,31,7,21,NORMAL,15302
2018-7-4,Campo Belo,-23.6188,-46.6823,26256,18,53,44,15,12,22,43,16,NORMAL,15304
2018-7-7,Campo Belo,-23.6188,-46.6823,23750,73,29,24,6,43,8,30,43,NORMAL,15307
2018-7-11,Campo Belo,-23.6188,-46.6823,23589,34,11,1,37,31,43,17,30,REABASTECER,15311
2018-8-4,Campo Belo,-23.6188,-46.6823,26619,64,8,29,8,24,17,19,19,REABASTECER,15334
2018-8-6,Campo Belo,-23.6188,-46.6823,26756,39,60,16,43,17,6,13,11,NORMAL,15336
2018-8-10,Campo Belo,-23.6188,-46.6823,26412,2,29,50,34,43,28,43,38,REABASTECER,15340
2018-8-16,Campo Belo,-23.6188,-46.6823,23628,26,61,14,24,17,5,23,12,NORMAL,15346
2018-8-28,Campo Belo,-23.6188,-46.6823,25544,86,65,56,23,14,9,21,12,NORMAL,15358
2018-9-2,Campo Belo,-23.6188,-46.6823,24697,42,50,32,15,43,37,4,40,REABASTECER,15362
2018-9-23,Campo Belo,-23.6188,-46.6823,26292,7,22,29,11,6,19,10,1,NORMAL,15383
2018-9-24,Campo Belo,-23.6188,-46.6823,23540,86,16,19,10,43,13,7,43,NORMAL,15384
2018-10-14,Campo Belo,-23.6188,-46.6823,26903,69,32,13,43,15,37,18,36,NORMAL,15404
2018-10-15,Campo Belo,-23.6188,-46.6823,25551,60,29,3,40,10,37,15,30,NORMAL,15405
2018-10-18,Campo Belo,-23.6188,-46.6823,24167,26,7,48,28,38,27,43,20,NORMAL,15408
2018-10-20,Campo Belo,-23.6188,-46.6823,25970,1,59,31,27,32,24,35,13,REABASTECER,15410
2018-11-4,Campo Belo,-23.6188,-46.6823,23323,43,26,46,30,12,43,18,40,NORMAL,15424
2018-11-22,Campo Belo,-23.6188,-46.6823,23215,52,63,65,13,16,43,25,15,NORMAL,15442
2018-11-24,Campo Belo,-23.6188,-46.6823,25528,33,54,52,8,5,37,16,8,NORMAL,15444
2018-11-29,Campo Belo,-23.6188,-46.6823,23404,66,27,10,35,25,18,33,27,NORMAL,15449
2018-12-9,Campo Belo,-23.6188,-46.6823,25773,64,32,6,43,24,37,35,31,REABASTECER,15459
2018-12-10,Campo Belo,-23.6188,-46.6823,23278,57,29,65,39,19,37,31,28,NORMAL,15460
2018-12-11,Campo Belo,-23.6188,-46.6823,25402,44,23,55,36,13,31,29,24,NORMAL,15461
2018-12-24,Campo Belo,-23.6188,-46.6823,25267,10,65,27,4,2,33,24,14,REABASTECER,15474
2019-1-15,Campo Belo,-23.6188,-46.6823,24849,79,8,9,26,2,13,26,28,NORMAL,15495
2019-2-18,Campo Belo,-23.6188,-46.6823,23441,14,14,40,43,40,19,26,20,NORMAL,15528
2019-2-21,Campo Belo,-23.6188,-46.6823,25444,77,63,25,36,27,13,18,10,NORMAL,15531
2019-2-27,Campo Belo,-23.6188,-46.6823,26438,20,28,40,12,10,29,35,26,NORMAL,15537
2019-2-28,Campo Belo,-23.6188,-46.6823,26642,12,24,31,12,6,29,30,21,REABASTECER,15538
2019-3-19,Campo Belo,-23.6188,-46.6823,25964,55,29,25,43,43,40,30,20,NORMAL,15559
2019-3-23,Campo Belo,-23.6188,-46.6823,23621,15,7,56,35,32,27,13,8,REABASTECER,15563
2019-3-25,Campo Belo,-23.6188,-46.6823,23436,86,58,46,29,20,16,5,43,REABASTECER,15565
2019-4-16,Campo Belo,-23.6188,-46.6823,24044,41,57,37,5,20,39,9,10,NORMAL,15586
2019-4-24,Campo Belo,-23.6188,-46.6823,24621,55,65,56,23,37,16,22,25,NORMAL,15594
2019-5-1,Campo Belo,-23.6188,-46.6823,24329,69,25,8,6,15,33,38,37,REABASTECER,15601
2019-5-2,Campo Belo,-23.6188,-46.6823,23629,58,15,65,43,13,27,33,34,NORMAL,15602
2019-5-7,Campo Belo,-23.6188,-46.6823,26177,9,59,31,31,33,14,16,15,REABASTECER,15607
2019-6-4,Campo Belo,-23.6188,-46.6823,24067,12,49,30,30,21,19,39,37,NORMAL,15634
2019-6-15,Campo Belo,-23.6188,-46.6823,23873,77,45,15,34,14,28,37,43,NORMAL,15645
2019-6-18,Campo Belo,-23.6188,-46.6823,26809,49,19,65,26,2,17,28,31,NORMAL,15648
2019-6-22,Campo Belo,-23.6188,-46.6823,24091,15,55,34,19,34,43,12,17,NORMAL,15652
2019-6-26,Campo Belo,-23.6188,-46.6823,26602,66,28,8,6,17,27,39,43,REABASTECER,15656
2019-7-7,Campo Belo,-23.6188,-46.6823,23939,50,35,56,7,9,3,29,41,REABASTECER,15667
2019-8-8,Campo Belo,-23.6188,-46.6823,26235,7,42,54,25,21,23,32,7,NORMAL,15698
2019-8-17,Campo Belo,-23.6188,-46.6823,24167,12,56,52,11,36,30,2,18,NORMAL,15707
2019-9-1,Campo Belo,-23.6188,-46.6823,24557,47,24,21,15,21,22,35,1,REABASTECER,15721
2019-9-13,Campo Belo,-23.6188,-46.6823,26046,17,13,9,24,11,29,28,43,REABASTECER,15733
2019-9-23,Campo Belo,-23.6188,-46.6823,26772,5,23,11,43,14,36,34,6,REABASTECER,15743
2019-10-12,Campo Belo,-23.6188,-46.6823,23552,86,50,5,9,17,35,43,13,REABASTECER,15762
2019-10-20,Campo Belo,-23.6188,-46.6823,23259,12,62,19,31,33,19,11,26,REABASTECER,15770
2019-11-4,Campo Belo,-23.6188,-46.6823,25623,59,48,43,30,28,11,38,9,NORMAL,15784
2019-11-18,Campo Belo,-23.6188,-46.6823,25133,16,38,26,33,12,20,23,41,NORMAL,15798
2019-11-22,Campo Belo,-23.6188,-46.6823,26341,62,9,65,21,37,15,13,29,NORMAL,15802
2019-11-27,Campo Belo,-23.6188,-46.6823,24617,17,37,20,43,16,43,37,6,REABASTECER,15807
2019-11-28,Campo Belo,-23.6188,-46.6823,23118,6,33,12,37,12,41,35,43,REABASTECER,15808
2019-12-15,Campo Belo,-23.6188,-46.6823,23113,9,54,19,26,28,30,6,18,NORMAL,15825
2019-12-18,Campo Belo,-23.6188,-46.6823,24335,67,29,65,16,17,20,34,12,NORMAL,15828
2019-12-19,Campo Belo,-23.6188,-46.6823,24428,54,26,60,12,13,16,29,9,NORMAL,15829
2019-12-20,Campo Belo,-23.6188,-46.6823,25010,46,23,53,8,9,14,27,4,REABASTECER,15830
2018-1-5,Eucaliptos,-23.61,-46.6686,24435,45,42,41,21,31,31,28,31,NORMAL,15845
2018-1-7,Eucaliptos,-23.61,-46.6686,22848,23,35,28,9,23,23,20,20,NORMAL,15847
2018-1-18,Eucaliptos,-23.61,-46.6686,23118,10,32,19,12,22,22,10,13,NORMAL,15858
2018-1-21,Eucaliptos,-23.61,-46.6686,21930,67,13,61,43,8,11,37,43,NORMAL,15861
2018-1-26,Eucaliptos,-23.61,-46.6686,24704,23,47,31,22,27,6,23,26,REABASTECER,15866
2018-1-28,Eucaliptos,-23.61,-46.6686,25515,86,33,17,12,16,41,13,19,NORMAL,15868
2018-2-11,Eucaliptos,-23.61,-46.6686,22456,43,19,65,22,13,4,37,10,REABASTECER,15881
2018-2-23,Eucaliptos,-23.61,-46.6686,22125,21,4,57,36,6,10,43,1,REABASTECER,15893
2018-2-30,Eucaliptos,-23.61,-46.6686,24144,29,24,2,16,21,27,12,16,REABASTECER,15900
2018-3-3,Eucaliptos,-23.61,-46.6686,25110,86,8,51,1,9,20,43,5,NORMAL,15903
2018-3-10,Eucaliptos,-23.61,-46.6686,23324,20,30,65,35,18,38,13,24,NORMAL,15910
2018-3-11,Eucaliptos,-23.61,-46.6686,24647,13,24,57,35,13,37,10,19,NORMAL,15911
2018-3-16,Eucaliptos,-23.61,-46.6686,23214,55,61,20,14,39,29,36,43,NORMAL,15916
2018-3-22,Eucaliptos,-23.61,-46.6686,23176,86,21,45,38,13,14,11,21,NORMAL,15922
2018-4-8,Eucaliptos,-23.61,-46.6686,24151,9,5,5,40,41,15,33,36,NORMAL,15938
2018-4-30,Eucaliptos,-23.61,-46.6686,22808,56,5,59,16,39,28,37,35,REABASTECER,15960
2018-5-1,Eucaliptos,-23.61,-46.6686,23817,48,65,53,12,36,26,31,30,NORMAL,15961
